instrument	cruise	id	date	quantile	beads_fsc_small	beads_D1	beads_D2	width	notch_small_D1	notch_small_D2	notch_large_D1	notch_large_D2	offset_small_D1	offset_small_D2	offset_large_D1	offset_large_D2
130	TN450	ca5cbe6a-d77c-49a1-a3db-6e0388c36829	2026-04-10T17:55:51+00:00	97.5	55760.0	37216.0	35856.0	10000.0	0.667	0.643	1.63	1.627	0.0	0.0	-53672.0	-54865.0
130	TN450	274cde22-f0de-4c9f-8784-d4fbca30f325	2026-04-10T17:55:51+00:00	2.5	54832.0	37536.0	37856.0	10000.0	0.685	0.69	1.64	1.637	0.0	0.0	-52388.0	-51903.0
130	TN450	274cde22-f0de-4c9f-8784-d4fbca30f325	2026-04-10T17:55:51+00:00	50.0	55344.0	37344.0	36656.0	10000.0	0.675	0.662	1.635	1.632	0.0	0.0	-53143.0	-53665.0
130	TN450	274cde22-f0de-4c9f-8784-d4fbca30f325	2026-04-10T17:55:51+00:00	97.5	55760.0	37216.0	35856.0	10000.0	0.667	0.643	1.63	1.627	0.0	0.0	-53672.0	-54865.0
130	TN450	4f901f14-c5f4-4fbb-82a7-4657f8c6764c	2026-04-10T17:55:51+00:00	2.5	55440.0	38120.0	37864.0	10000.0	0.688	0.683	1.64	1.637	0.0	0.0	-52801.0	-52891.0
130	TN450	4f901f14-c5f4-4fbb-82a7-4657f8c6764c	2026-04-10T17:55:51+00:00	50.0	56056.0	37280.0	36864.0	10000.0	0.665	0.658	1.635	1.632	0.0	0.0	-54371.0	-54619.0
130	TN450	4f901f14-c5f4-4fbb-82a7-4657f8c6764c	2026-04-10T17:55:51+00:00	97.5	56620.0	36732.0	35860.0	10000.0	0.649	0.633	1.63	1.627	0.0	0.0	-55558.0	-56260.0
130	TN450	d55a8cf7-3b0d-4e80-87e9-6ec289164153	2026-04-10T17:55:51+00:00	2.5	55440.0	38120.0	37864.0	10000.0	0.688	0.683	1.64	1.637	0.0	0.0	-52801.0	-52891.0
130	TN450	d55a8cf7-3b0d-4e80-87e9-6ec289164153	2026-04-10T17:55:51+00:00	50.0	56056.0	37280.0	36864.0	10000.0	0.665	0.658	1.635	1.632	0.0	0.0	-54371.0	-54619.0
130	TN450	d55a8cf7-3b0d-4e80-87e9-6ec289164153	2026-04-10T17:55:51+00:00	97.5	56620.0	36732.0	35860.0	10000.0	0.649	0.633	1.63	1.627	0.0	0.0	-55558.0	-56260.0
130	TN450	35453597-5724-4bf4-a7f8-2ccb4f3b5749	2026-04-10T17:55:51+00:00	2.5	54816.0	35920.0	37440.0	10000.0	0.655	0.683	1.64	1.637	0.0	0.0	-53978.0	-52293.0
130	TN450	35453597-5724-4bf4-a7f8-2ccb4f3b5749	2026-04-10T17:55:51+00:00	50.0	55504.0	35472.0	36144.0	10000.0	0.639	0.651	1.635	1.632	0.0	0.0	-55277.0	-54438.0
130	TN450	35453597-5724-4bf4-a7f8-2ccb4f3b5749	2026-04-10T17:55:51+00:00	97.5	56016.0	35136.0	34848.0	10000.0	0.627	0.622	1.63	1.627	0.0	0.0	-56170.0	-56290.0
130	TN450	ea133758-f34d-4008-a0b5-a2a91874837e	2026-04-10T17:55:51+00:00	2.5	53600.0	36144.0	35904.0	10000.0	0.674	0.67	1.64	1.637	0.0	0.0	-51760.0	-51839.0
130	TN450	ea133758-f34d-4008-a0b5-a2a91874837e	2026-04-10T17:55:51+00:00	50.0	54032.0	35824.0	34608.0	10000.0	0.663	0.641	1.635	1.632	0.0	0.0	-52518.0	-53572.0
